palabra,sentimiento,word
prohibido,negativo,barred
estéril,negativo,barren
estéril,tristeza,barren
barricada,miedo,barricade
barricada,negativo,barricade
barrera,enfado,barrier
barrera,negativo,barrier
carretilla,asco,barrow
barman,confianza,bartender
permuta,confianza,barter
base,confianza,base
infundado,negativo,baseless
baloncesto,anticipación,basketball
baloncesto,alegría,basketball
baloncesto,positivo,basketball
Bastardo,asco,bastard
Bastardo,negativo,bastard
Bastardo,tristeza,bastard
bastión,enfado,bastion
bastión,positivo,bastion
bañera,positivo,bath
batallón,enfado,battalion
masa,enfado,batter
masa,miedo,batter
masa,negativo,batter
abollado,miedo,battered
abollado,negativo,battered
abollado,tristeza,battered
batería,enfado,battery
batería,negativo,battery
batalla,enfado,battle
batalla,negativo,battle
luchado,enfado,battled
luchado,miedo,battled
luchado,negativo,battled
luchado,tristeza,battled
campo de batalla,miedo,battlefield
campo de batalla,negativo,battlefield
obsceno,negativo,bawdy
bayoneta,enfado,bayonet
bayoneta,miedo,bayonet
bayoneta,negativo,bayonet
playa,alegría,beach
haz,alegría,beam
haz,positivo,beam
radiante,anticipación,beaming
radiante,alegría,beaming
radiante,positivo,beaming
oso,enfado,bear
oso,miedo,bear
portador,negativo,bearer
osuno,enfado,bearish
osuno,miedo,bearish
bestia,enfado,beast
bestia,miedo,beast
bestia,negativo,beast
bestial,asco,beastly
bestial,miedo,beastly
bestial,negativo,beastly
paliza,enfado,beating
paliza,miedo,beating
paliza,negativo,beating
paliza,tristeza,beating
embellecimiento,alegría,beautification
embellecimiento,positivo,beautification
embellecimiento,confianza,beautification
hermoso,alegría,beautiful
hermoso,positivo,beautiful
embellecer,alegría,beautify
embellecer,positivo,beautify
belleza,alegría,beauty
belleza,positivo,beauty
base,positivo,bedrock
base,confianza,bedrock
abeja,enfado,bee
abeja,miedo,bee
cerveza,alegría,beer
cerveza,positivo,beer
acontecer,negativo,befall
propio,positivo,befitting
ofrecer amistad,alegría,befriend
ofrecer amistad,positivo,befriend
ofrecer amistad,confianza,befriend
mendigar,negativo,beg
mendigar,tristeza,beg
mendigo,negativo,beggar
mendigo,tristeza,beggar
mendicidad,negativo,begging
comenzado,anticipación,begun
gigante,miedo,behemoth
gigante,negativo,behemoth
agradecido,negativo,beholden
tardío,negativo,belated
creído,confianza,believed
creyente,confianza,believer
creyendo,positivo,believing
creyendo,confianza,believing
empequeñecer,enfado,belittle
empequeñecer,asco,belittle
empequeñecer,miedo,belittle
empequeñecer,negativo,belittle
empequeñecer,tristeza,belittle
beligerante,enfado,belligerent
beligerante,miedo,belligerent
beligerante,negativo,belligerent
fuelle,enfado,bellows
cinturón,enfado,belt
cinturón,miedo,belt
cinturón,negativo,belt
juerga,negativo,bender
benefactor,positivo,benefactor
benefactor,confianza,benefactor
beneficioso,positivo,beneficial
beneficio,positivo,benefit
benevolencia,alegría,benevolence
benevolencia,positivo,benevolence
benevolencia,confianza,benevolence
benigno,alegría,benign
benigno,positivo,benign
legado,confianza,bequest
desconsolado,negativo,bereaved
desconsolado,tristeza,bereaved
duelo,negativo,bereavement
duelo,tristeza,bereavement
privado,negativo,bereft
enloquecido,enfado,berserk
enloquecido,negativo,berserk
atracar,positivo,berth
bestial,asco,bestial
bestial,miedo,bestial
bestial,negativo,bestial
traicionar,enfado,betray
traicionar,asco,betray
traicionar,negativo,betray
traicionar,tristeza,betray
traicionar,sorpresa,betray
traición,enfado,betrayal
traición,asco,betrayal
traición,negativo,betrayal
traición,tristeza,betrayal
prometido,anticipación,betrothed
prometido,alegría,betrothed
prometido,positivo,betrothed
prometido,confianza,betrothed
mejoramiento,positivo,betterment
bebida,positivo,beverage
tener cuidado,anticipación,beware
tener cuidado,miedo,beware
tener cuidado,negativo,beware
desconcertado,miedo,bewildered
desconcertado,negativo,bewildered
desconcertado,sorpresa,bewildered
desconcierto,miedo,bewilderment
desconcierto,sorpresa,bewilderment
parcialidad,enfado,bias
parcialidad,negativo,bias
parcial,negativo,biased
bíblico,positivo,biblical
dimes y diretes,enfado,bickering
dimes y diretes,asco,bickering
dimes y diretes,negativo,bickering
bienal,anticipación,biennial
féretro,miedo,bier
féretro,negativo,bier
féretro,tristeza,bier
fanático,enfado,bigot
fanático,asco,bigot
fanático,miedo,bigot
fanático,negativo,bigot
fanático,enfado,bigoted
fanático,asco,bigoted
fanático,miedo,bigoted
fanático,negativo,bigoted
fanático,tristeza,bigoted
bilis,enfado,bile
bilis,asco,bile
bilis,negativo,bile
bilingüe,positivo,bilingual
biopsia,miedo,biopsy
biopsia,negativo,biopsy
abedul,enfado,birch
abedul,asco,birch
abedul,miedo,birch
abedul,negativo,birch
nacimiento,anticipación,birth
nacimiento,miedo,birth
nacimiento,alegría,birth
nacimiento,positivo,birth
nacimiento,confianza,birth
cumpleaños,anticipación,birthday
cumpleaños,alegría,birthday
cumpleaños,positivo,birthday
cumpleaños,sorpresa,birthday
lugar de nacimiento,enfado,birthplace
lugar de nacimiento,negativo,birthplace
perra,enfado,bitch
perra,asco,bitch
perra,miedo,bitch
perra,negativo,bitch
perra,tristeza,bitch
mordedura,negativo,bite
amargamente,enfado,bitterly
amargamente,asco,bitterly
amargamente,negativo,bitterly
amargamente,tristeza,bitterly
amargura,enfado,bitterness
amargura,asco,bitterness
amargura,negativo,bitterness
amargura,tristeza,bitterness
extraño,negativo,bizarre
extraño,sorpresa,bizarre
negro,negativo,black
negro,tristeza,black
veintiuna,negativo,blackjack
chantaje,enfado,blackmail
chantaje,miedo,blackmail
chantaje,negativo,blackmail
negrura,miedo,blackness
negrura,negativo,blackness
negrura,tristeza,blackness
culpa,enfado,blame
culpa,asco,blame
culpa,negativo,blame
inocente,positivo,blameless
amable,negativo,bland
manta,confianza,blanket
blasfemo,enfado,blasphemous
blasfemo,asco,blasphemous
blasfemo,negativo,blasphemous
blasfemia,enfado,blasphemy
blasfemia,negativo,blasphemy
explosión,enfado,blast
explosión,miedo,blast
explosión,negativo,blast
explosión,sorpresa,blast
evidente,enfado,blatant
evidente,asco,blatant
evidente,negativo,blatant
decir tonterías,negativo,blather
resplandor,enfado,blaze
resplandor,negativo,blaze
desolado,negativo,bleak
desolado,tristeza,bleak
sangría,asco,bleeding
sangría,miedo,bleeding
sangría,negativo,bleeding
sangría,tristeza,bleeding
defecto,enfado,blemish
defecto,asco,blemish
defecto,miedo,blemish
defecto,negativo,blemish
defecto,tristeza,blemish
bendecir,anticipación,bless
bendecir,alegría,bless
bendecir,positivo,bless
bendecir,confianza,bless
bendito,alegría,blessed
bendito,positivo,blessed
bendición,anticipación,blessing
bendición,alegría,blessing
bendición,positivo,blessing
bendición,confianza,blessing
bendiciones,anticipación,blessings
bendiciones,alegría,blessings
bendiciones,positivo,blessings
bendiciones,sorpresa,blessings
bendiciones,confianza,blessings
plaga,asco,blight
plaga,miedo,blight
plaga,negativo,blight
plaga,tristeza,blight
desolado,asco,blighted
desolado,negativo,blighted
desolado,tristeza,blighted
ciego,negativo,blind
cegado,negativo,blinded
venda,anticipación,blindfold
venda,miedo,blindfold
venda,sorpresa,blindfold
a ciegas,negativo,blindly
a ciegas,tristeza,blindly
ceguera,negativo,blindness
ceguera,tristeza,blindness
felicidad,alegría,bliss
felicidad,positivo,bliss
feliz,alegría,blissful
feliz,positivo,blissful
ampolla,asco,blister
ampolla,negativo,blister
bombardeo aéreo,sorpresa,blitz
hinchado,asco,bloated
hinchado,negativo,bloated
gota,asco,blob
gota,miedo,blob
gota,negativo,blob
bloqueo,enfado,blockade
bloqueo,miedo,blockade
bloqueo,negativo,blockade
bloqueo,tristeza,blockade
incruento,positivo,bloodless
matanza,enfado,bloodshed
matanza,asco,bloodshed
matanza,miedo,bloodshed
matanza,negativo,bloodshed
matanza,tristeza,bloodshed
matanza,sorpresa,bloodshed
sanguinario,enfado,bloodthirsty
sanguinario,asco,bloodthirsty
sanguinario,miedo,bloodthirsty
sanguinario,negativo,bloodthirsty
sangriento,enfado,bloody
sangriento,asco,bloody
sangriento,miedo,bloody
sangriento,negativo,bloody
sangriento,tristeza,bloody
floración,anticipación,bloom
floración,alegría,bloom
floración,positivo,bloom
floración,confianza,bloom
flor,alegría,blossom
flor,positivo,blossom
mancha,negativo,blot
soplador,negativo,blower
Reventar,negativo,blowout
azul,tristeza,blue
blues,miedo,blues
blues,negativo,blues
blues,tristeza,blues
bluff,negativo,bluff
torpeza,asco,blunder
torpeza,negativo,blunder
torpeza,tristeza,blunder
difuminar,negativo,blur
borroso,negativo,blurred
sonrojo,negativo,blush
tablero,anticipación,board
alarde,negativo,boast
alarde,positivo,boast
jactancia,negativo,boasting
guardaespaldas,positivo,bodyguard
guardaespaldas,confianza,bodyguard
pantano,negativo,bog
FALSO,enfado,bogus
FALSO,asco,bogus
FALSO,negativo,bogus
hervir,asco,boil
hervir,negativo,boil
repetitivo,negativo,boilerplate
bullicioso,enfado,boisterous
bullicioso,anticipación,boisterous
bullicioso,alegría,boisterous
bullicioso,negativo,boisterous
bullicioso,positivo,boisterous
negrita,positivo,bold
audacia,positivo,boldness
reforzar,positivo,bolster
bomba,enfado,bomb
bomba,miedo,bomb
bomba,negativo,bomb
bomba,tristeza,bomb
bomba,sorpresa,bomb
bombardear,enfado,bombard
bombardear,miedo,bombard
bombardear,negativo,bombard
bombardeo,enfado,bombardment
bombardeo,miedo,bombardment
bombardeo,negativo,bombardment
bombardeado,asco,bombed
bombardeado,negativo,bombed
bombardeo,miedo,bomber
bombardeo,tristeza,bomber
bonanza,alegría,bonanza
bonanza,positivo,bonanza
esclavitud,miedo,bondage
esclavitud,negativo,bondage
esclavitud,tristeza,bondage
cautiverio,negativo,bonds
bonne,positivo,bonne
prima,anticipación,bonus
prima,alegría,bonus
prima,positivo,bonus
prima,sorpresa,bonus
abucheo,negativo,boo
bobo,negativo,booby
libresco,positivo,bookish
librería,positivo,bookshop
ratón de biblioteca,negativo,bookworm
ratón de biblioteca,positivo,bookworm
bumerang,anticipación,boomerang
bumerang,confianza,boomerang
bendición,positivo,boon
bebida alcohólica,negativo,booze
aburrir,negativo,bore
aburrimiento,negativo,boredom
aburrimiento,tristeza,boredom
aburrido,negativo,boring
prestatario,negativo,borrower
molestia,negativo,bother
molesto,enfado,bothering
molesto,negativo,bothering
molesto,tristeza,bothering
fondo,negativo,bottom
fondo,tristeza,bottom
sin fondo,miedo,bottomless
Unido,negativo,bound
abundante,anticipación,bountiful
abundante,alegría,bountiful
abundante,positivo,bountiful
generosidad,anticipación,bounty
generosidad,alegría,bounty
generosidad,positivo,bounty
generosidad,confianza,bounty
ramo de flores,alegría,bouquet
ramo de flores,positivo,bouquet
ramo de flores,confianza,bouquet
combate,enfado,bout
combate,negativo,bout
bovino,asco,bovine
bovino,negativo,bovine
intestinos,asco,bowels
boxeo,enfado,boxing
niño,asco,boy
niño,negativo,boy
boicotear,negativo,boycott
jactarse,negativo,brag
sesos,positivo,brains
salvado,asco,bran
brandy,negativo,brandy
bravata,negativo,bravado
valentía,positivo,bravery
pelearse,enfado,brawl
pelearse,asco,brawl
pelearse,miedo,brawl
pelearse,negativo,brawl
descarado,enfado,brazen
descarado,negativo,brazen
incumplimiento,negativo,breach
descanso,sorpresa,break
Descompostura,negativo,breakdown
desayuno,positivo,breakfast
vertiginoso,negativo,breakneck
ruptura,negativo,breakup
ruptura,tristeza,breakup
soborno,negativo,bribe
soborno,asco,bribery
soborno,negativo,bribery
nupcial,anticipación,bridal
nupcial,alegría,bridal
nupcial,positivo,bridal
nupcial,confianza,bridal
novia,anticipación,bride
novia,alegría,bride
novia,positivo,bride
novia,confianza,bride
novio,anticipación,bridegroom
novio,alegría,bridegroom
novio,positivo,bridegroom
novio,confianza,bridegroom
dama de honor,alegría,bridesmaid
dama de honor,positivo,bridesmaid
dama de honor,confianza,bridesmaid
brigada,miedo,brigade
brigada,negativo,brigade
aclarar,alegría,brighten
aclarar,positivo,brighten
aclarar,sorpresa,brighten
aclarar,confianza,brighten
brillo,positivo,brightness
brillante,anticipación,brilliant
brillante,alegría,brilliant
brillante,positivo,brilliant
brillante,confianza,brilliant
azufre,enfado,brimstone
azufre,miedo,brimstone
azufre,negativo,brimstone
cerda,negativo,bristle
costado,anticipación,broadside
costado,negativo,broadside
brocado,positivo,brocade
asar,enfado,broil
asar,negativo,broil
rompió,miedo,broke
rompió,negativo,broke
rompió,tristeza,broke
roto,enfado,broken
roto,miedo,broken
roto,negativo,broken
roto,tristeza,broken
burdel,asco,brothel
burdel,negativo,brothel
hermano,positivo,brother
hermano,confianza,brother
fraternidad,positivo,brotherhood
fraternidad,confianza,brotherhood
fraternal,anticipación,brotherly
fraternal,alegría,brotherly
fraternal,positivo,brotherly
fraternal,confianza,brotherly
moretón,anticipación,bruise
moretón,negativo,bruise
lo más fuerte,enfado,brunt
lo más fuerte,negativo,brunt
brutal,enfado,brutal
brutal,miedo,brutal
brutal,negativo,brutal
brutalidad,enfado,brutality
brutalidad,miedo,brutality
brutalidad,negativo,brutality
bruto,enfado,brute
bruto,miedo,brute
bruto,negativo,brute
bruto,tristeza,brute
dólar,miedo,buck
dólar,negativo,buck
dólar,positivo,buck
dólar,sorpresa,buck
compañero,anticipación,buddy
compañero,alegría,buddy
compañero,positivo,buddy
compañero,confianza,buddy
presupuesto,confianza,budget
buffet,enfado,buffet
buffet,negativo,buffet
insecto,asco,bug
insecto,miedo,bug
insecto,negativo,bug
pesadilla,enfado,bugaboo
pesadilla,miedo,bugaboo
pesadilla,negativo,bugaboo
pesadilla,tristeza,bugaboo
bugle,anticipación,bugle
construir,positivo,build
edificio,positivo,building
bulboso,negativo,bulbous
buldog,positivo,bulldog
a prueba de balas,positivo,bulletproof
matón,enfado,bully
matón,miedo,bully
matón,negativo,bully
culo,asco,bum
culo,negativo,bum
culo,tristeza,bum
gorrón,enfado,bummer
gorrón,asco,bummer
gorrón,negativo,bummer
búnker,miedo,bunker
boya,positivo,buoy
